station,time,item,value,unit
大城站,10,乙烷,5.03,ppb
大城站,10,乙烯,9.13,ppb
大城站,10,丙烷,3.01,ppb
大城站,10,丙烯,6.75,ppb
大城站,10,異丁烷,1.02,ppb
大城站,10,正丁烷,2.1,ppb
大城站,10,乙炔,7.14,ppb
大城站,10,反2-丁烯,0.05,ppb
大城站,10,1-丁烯,1.26,ppb
大城站,10,順2-丁烯,0,ppb
大城站,10,環戊烷,0,ppb
大城站,10,異戊烷,1.85,ppb
大城站,10,正戊烷,1.62,ppb
大城站,10,反2-戊烯,0,ppb
大城站,10,1-戊烯,0,ppb
大城站,10,順2-戊烯,0,ppb
大城站,10,2-2-二甲基丁烷,0.21,ppb
大城站,10,2-3-二甲基丁烷,0.29,ppb
大城站,10,2-甲基戊烷,1.04,ppb
大城站,10,3-甲基戊烷,0,ppb
大城站,10,異戊二烯,0.67,ppb
大城站,10,正己烷,1.71,ppb
大城站,10,甲基環戊烷,0,ppb
大城站,10,2-4-二甲基戊烷,0,ppb
大城站,10,苯,6.41,ppb
大城站,10,環己烷,0,ppb
大城站,10,2-甲基己烷,0,ppb
大城站,10,2-3-二甲基戊烷,0,ppb
大城站,10,3-Methylhexane,0,ppb
大城站,10,2-2-4-三甲基戊烷,0,ppb
大城站,10,正庚烷,0,ppb
大城站,10,甲基環己烷,0,ppb
大城站,10,2-3-4-三甲基戊烷,0,ppb
大城站,10,甲苯,3.33,ppb
大城站,10,2-甲基庚烷,0,ppb
大城站,10,3-甲基庚烷,0,ppb
大城站,10,正辛烷,0.1,ppb
大城站,10,乙苯,0.47,ppb
大城站,10,間-對二甲苯,0.98,ppb
大城站,10,苯乙烯,0,ppb
大城站,10,鄰二甲苯,0.15,ppb
大城站,10,正壬烷,0.18,ppb
大城站,10,異丙基苯,0,ppb
大城站,10,正丙基苯,0,ppb
大城站,10,間-乙基甲苯,0,ppb
大城站,10,對-乙基甲苯,0,ppb
大城站,10,1-3-5-三甲基苯,0,ppb
大城站,10,鄰-乙基甲苯,0,ppb
大城站,10,1-2-4-三甲基苯,0.36,ppb
大城站,10,葵烷,0.12,ppb
大城站,10,1-2-3-三甲基苯,0,ppb
大城站,10,間-二乙基苯,0,ppb
大城站,10,對-二乙基苯,0,ppbv
大城站,10,正十一烷,0,ppbv
東石站,10,乙烷,3.92,ppb
東石站,10,乙烯,1.9,ppb
東石站,10,丙烷,4.02,ppb
東石站,10,丙烯,0.77,ppb
東石站,10,異丁烷,1.88,ppb
東石站,10,正丁烷,3.1,ppb
東石站,10,乙炔,5.41,ppb
東石站,10,反2-丁烯,0,ppb
東石站,10,1-丁烯,0.82,ppb
東石站,10,順2-丁烯,0,ppb
東石站,10,環戊烷,0.42,ppb
東石站,10,異戊烷,3.05,ppb
東石站,10,正戊烷,2.72,ppb
東石站,10,反2-戊烯,0,ppb
東石站,10,1-戊烯,0,ppb
東石站,10,順2-戊烯,0,ppb
東石站,10,2-2-二甲基丁烷,0,ppb
東石站,10,2-3-二甲基丁烷,0.18,ppb
東石站,10,2-甲基戊烷,0.71,ppb
東石站,10,3-甲基戊烷,0.51,ppb
東石站,10,異戊二烯,2.72,ppb
東石站,10,正己烷,0.91,ppb
東石站,10,甲基環戊烷,0,ppb
東石站,10,2-4-二甲基戊烷,0,ppb
東石站,10,苯,1.62,ppb
東石站,10,環己烷,0,ppb
東石站,10,2-甲基己烷,0,ppb
東石站,10,2-3-二甲基戊烷,0,ppb
東石站,10,3-Methylhexane,0,ppb
東石站,10,2-2-4-三甲基戊烷,0.42,ppb
東石站,10,正庚烷,0,ppb
東石站,10,甲基環己烷,0,ppb
東石站,10,2-3-4-三甲基戊烷,0.33,ppb
東石站,10,甲苯,11.56,ppb
東石站,10,2-甲基庚烷,0,ppb
東石站,10,3-甲基庚烷,0,ppb
東石站,10,正辛烷,0.12,ppb
東石站,10,乙苯,0.61,ppb
東石站,10,間-對二甲苯,1.3,ppb
東石站,10,苯乙烯,0,ppb
東石站,10,鄰二甲苯,0.65,ppb
東石站,10,正壬烷,0,ppb
東石站,10,異丙基苯,0,ppb
東石站,10,正丙基苯,0,ppb
東石站,10,間-乙基甲苯,0,ppb
東石站,10,對-乙基甲苯,0,ppb
東石站,10,1-3-5-三甲基苯,0,ppb
東石站,10,鄰-乙基甲苯,0,ppb
東石站,10,1-2-4-三甲基苯,0.23,ppb
東石站,10,葵烷,0,ppb
東石站,10,1-2-3-三甲基苯,0.24,ppb
東石站,10,間-二乙基苯,0,ppb
東石站,10,對-二乙基苯,0,ppbv
東石站,10,正十一烷,0.22,ppbv
褒忠站,10,乙烷,5.99,ppb
褒忠站,10,乙烯,9.54,ppb
褒忠站,10,丙烷,5.23,ppb
褒忠站,10,丙烯,3.9,ppb
褒忠站,10,異丁烷,3.18,ppb
褒忠站,10,正丁烷,6.86,ppb
褒忠站,10,乙炔,6.59,ppb
褒忠站,10,反2-丁烯,0.13,ppb
褒忠站,10,1-丁烯,1.11,ppb
褒忠站,10,順2-丁烯,0.21,ppb
褒忠站,10,環戊烷,0.6,ppb
褒忠站,10,異戊烷,3.76,ppb
褒忠站,10,正戊烷,2.34,ppb
褒忠站,10,反2-戊烯,0,ppb
褒忠站,10,1-戊烯,0,ppb
褒忠站,10,順2-戊烯,0,ppb
褒忠站,10,2-2-二甲基丁烷,0,ppb
褒忠站,10,2-3-二甲基丁烷,0,ppb
褒忠站,10,2-甲基戊烷,0,ppb
褒忠站,10,3-甲基戊烷,0,ppb
褒忠站,10,異戊二烯,0.97,ppb
褒忠站,10,正己烷,0.62,ppb
褒忠站,10,甲基環戊烷,0.24,ppb
褒忠站,10,2-4-二甲基戊烷,0.18,ppb
褒忠站,10,苯,4.6,ppb
褒忠站,10,環己烷,0.27,ppb
褒忠站,10,2-甲基己烷,0.39,ppb
褒忠站,10,2-3-二甲基戊烷,0.02,ppb
褒忠站,10,3-Methylhexane,1.2,ppb
褒忠站,10,2-2-4-三甲基戊烷,1.02,ppb
褒忠站,10,正庚烷,0.19,ppb
褒忠站,10,甲基環己烷,0.45,ppb
褒忠站,10,2-3-4-三甲基戊烷,0.43,ppb
褒忠站,10,甲苯,26.21,ppb
褒忠站,10,2-甲基庚烷,0,ppb
褒忠站,10,3-甲基庚烷,0.13,ppb
褒忠站,10,正辛烷,0.32,ppb
褒忠站,10,乙苯,1.46,ppb
褒忠站,10,間-對二甲苯,2.56,ppb
褒忠站,10,苯乙烯,0,ppb
褒忠站,10,鄰二甲苯,1.1,ppb
褒忠站,10,正壬烷,0.19,ppb
褒忠站,10,異丙基苯,0.18,ppb
褒忠站,10,正丙基苯,0.57,ppb
褒忠站,10,間-乙基甲苯,1.21,ppb
褒忠站,10,對-乙基甲苯,0.73,ppb
褒忠站,10,1-3-5-三甲基苯,0.32,ppb
褒忠站,10,鄰-乙基甲苯,0.78,ppb
褒忠站,10,1-2-4-三甲基苯,2.21,ppb
褒忠站,10,葵烷,0.2,ppb
褒忠站,10,1-2-3-三甲基苯,0.67,ppb
褒忠站,10,間-二乙基苯,0.2,ppb
褒忠站,10,對-二乙基苯,0.08,ppbv
褒忠站,10,正十一烷,0.32,ppbv
崙背站,10,乙烷,6.14,ppb
崙背站,10,乙烯,9.89,ppb
崙背站,10,丙烷,4.29,ppb
崙背站,10,丙烯,7.4,ppb
崙背站,10,異丁烷,2.08,ppb
崙背站,10,正丁烷,4.03,ppb
崙背站,10,乙炔,6.14,ppb
崙背站,10,反2-丁烯,0.46,ppb
崙背站,10,1-丁烯,1.32,ppb
崙背站,10,順2-丁烯,0.17,ppb
崙背站,10,環戊烷,3.64,ppb
崙背站,10,異戊烷,0,ppb
崙背站,10,正戊烷,0,ppb
崙背站,10,反2-戊烯,0.3,ppb
崙背站,10,1-戊烯,0,ppb
崙背站,10,順2-戊烯,0,ppb
崙背站,10,2-2-二甲基丁烷,0,ppb
崙背站,10,2-3-二甲基丁烷,1.1,ppb
崙背站,10,2-甲基戊烷,1.18,ppb
崙背站,10,3-甲基戊烷,0,ppb
崙背站,10,異戊二烯,0,ppb
崙背站,10,正己烷,2.57,ppb
崙背站,10,甲基環戊烷,0,ppb
崙背站,10,2-4-二甲基戊烷,0,ppb
崙背站,10,苯,4.2,ppb
崙背站,10,環己烷,0,ppb
崙背站,10,2-甲基己烷,0,ppb
崙背站,10,2-3-二甲基戊烷,0,ppb
崙背站,10,3-Methylhexane,0,ppb
崙背站,10,2-2-4-三甲基戊烷,0,ppb
崙背站,10,正庚烷,0,ppb
崙背站,10,甲基環己烷,0,ppb
崙背站,10,2-3-4-三甲基戊烷,0,ppb
崙背站,10,甲苯,15.64,ppb
崙背站,10,2-甲基庚烷,0,ppb
崙背站,10,3-甲基庚烷,0,ppb
崙背站,10,正辛烷,0,ppb
崙背站,10,乙苯,1.1,ppb
崙背站,10,間-對二甲苯,1.84,ppb
崙背站,10,苯乙烯,0,ppb
崙背站,10,鄰二甲苯,0.64,ppb
崙背站,10,正壬烷,0,ppb
崙背站,10,異丙基苯,0,ppb
崙背站,10,正丙基苯,0,ppb
崙背站,10,間-乙基甲苯,0,ppb
崙背站,10,對-乙基甲苯,0,ppb
崙背站,10,1-3-5-三甲基苯,0,ppb
崙背站,10,鄰-乙基甲苯,0,ppb
崙背站,10,1-2-4-三甲基苯,1.38,ppb
崙背站,10,葵烷,0,ppb
崙背站,10,1-2-3-三甲基苯,0,ppb
崙背站,10,間-二乙基苯,0,ppb
崙背站,10,對-二乙基苯,0,ppbv
崙背站,10,正十一烷,0,ppbv
四湖站,10,乙烷,4.65,ppb
四湖站,10,乙烯,5.55,ppb
四湖站,10,丙烷,4.41,ppb
四湖站,10,丙烯,5.56,ppb
四湖站,10,異丁烷,1.82,ppb
四湖站,10,正丁烷,3.32,ppb
四湖站,10,乙炔,7.15,ppb
四湖站,10,反2-丁烯,0,ppb
四湖站,10,1-丁烯,0.85,ppb
四湖站,10,順2-丁烯,0,ppb
四湖站,10,環戊烷,0.67,ppb
四湖站,10,異戊烷,1.75,ppb
四湖站,10,正戊烷,0.96,ppb
四湖站,10,反2-戊烯,0,ppb
四湖站,10,1-戊烯,0,ppb
四湖站,10,順2-戊烯,0,ppb
四湖站,10,2-2-二甲基丁烷,0,ppb
四湖站,10,2-3-二甲基丁烷,0.45,ppb
四湖站,10,2-甲基戊烷,0.47,ppb
四湖站,10,3-甲基戊烷,0,ppb
四湖站,10,異戊二烯,2.23,ppb
四湖站,10,正己烷,2.88,ppb
四湖站,10,甲基環戊烷,0.35,ppb
四湖站,10,2-4-二甲基戊烷,0,ppb
四湖站,10,苯,8.07,ppb
四湖站,10,環己烷,0,ppb
四湖站,10,2-甲基己烷,0.27,ppb
四湖站,10,2-3-二甲基戊烷,0,ppb
四湖站,10,3-Methylhexane,0.33,ppb
四湖站,10,2-2-4-三甲基戊烷,0.35,ppb
四湖站,10,正庚烷,0.36,ppb
四湖站,10,甲基環己烷,0,ppb
四湖站,10,2-3-4-三甲基戊烷,0,ppb
四湖站,10,甲苯,9.87,ppb
四湖站,10,2-甲基庚烷,0,ppb
四湖站,10,3-甲基庚烷,0,ppb
四湖站,10,正辛烷,0,ppb
四湖站,10,乙苯,0.93,ppb
四湖站,10,間-對二甲苯,1.8,ppb
四湖站,10,苯乙烯,0,ppb
四湖站,10,鄰二甲苯,0.64,ppb
四湖站,10,正壬烷,0,ppb
四湖站,10,異丙基苯,0,ppb
四湖站,10,正丙基苯,0.24,ppb
四湖站,10,間-乙基甲苯,0.61,ppb
四湖站,10,對-乙基甲苯,0.39,ppb
四湖站,10,1-3-5-三甲基苯,0.17,ppb
四湖站,10,鄰-乙基甲苯,0.34,ppb
四湖站,10,1-2-4-三甲基苯,1.36,ppb
四湖站,10,葵烷,0,ppb
四湖站,10,1-2-3-三甲基苯,0.57,ppb
四湖站,10,間-二乙基苯,0,ppb
四湖站,10,對-二乙基苯,0,ppbv
四湖站,10,正十一烷,0,ppbv
東勢站,10,乙烷,4.32,ppb
東勢站,10,乙烯,6.5,ppb
東勢站,10,丙烷,7.3,ppb
東勢站,10,丙烯,9.12,ppb
東勢站,10,異丁烷,4.72,ppb
東勢站,10,正丁烷,9.37,ppb
東勢站,10,乙炔,7.21,ppb
東勢站,10,反2-丁烯,0.31,ppb
東勢站,10,1-丁烯,0,ppb
東勢站,10,順2-丁烯,0.86,ppb
東勢站,10,環戊烷,4.32,ppb
東勢站,10,異戊烷,0,ppb
東勢站,10,正戊烷,0,ppb
東勢站,10,反2-戊烯,0.31,ppb
東勢站,10,1-戊烯,0,ppb
東勢站,10,順2-戊烯,0,ppb
東勢站,10,2-2-二甲基丁烷,0.13,ppb
東勢站,10,2-3-二甲基丁烷,1.13,ppb
東勢站,10,2-甲基戊烷,1.2,ppb
東勢站,10,3-甲基戊烷,0,ppb
東勢站,10,異戊二烯,0,ppb
東勢站,10,正己烷,2.87,ppb
東勢站,10,甲基環戊烷,0,ppb
東勢站,10,2-4-二甲基戊烷,0,ppb
東勢站,10,苯,5.19,ppb
東勢站,10,環己烷,0,ppb
東勢站,10,2-甲基己烷,0.46,ppb
東勢站,10,2-3-二甲基戊烷,0,ppb
東勢站,10,3-Methylhexane,0.77,ppb
東勢站,10,2-2-4-三甲基戊烷,0.62,ppb
東勢站,10,正庚烷,0.35,ppb
東勢站,10,甲基環己烷,0,ppb
東勢站,10,2-3-4-三甲基戊烷,0.27,ppb
東勢站,10,甲苯,15.29,ppb
東勢站,10,2-甲基庚烷,0,ppb
東勢站,10,3-甲基庚烷,0,ppb
東勢站,10,正辛烷,0.38,ppb
東勢站,10,乙苯,1.74,ppb
東勢站,10,間-對二甲苯,6.44,ppb
東勢站,10,苯乙烯,0.17,ppb
東勢站,10,鄰二甲苯,2.48,ppb
東勢站,10,正壬烷,0.24,ppb
東勢站,10,異丙基苯,0,ppb
東勢站,10,正丙基苯,0.67,ppb
東勢站,10,間-乙基甲苯,0,ppb
東勢站,10,對-乙基甲苯,0,ppb
東勢站,10,1-3-5-三甲基苯,1.05,ppb
東勢站,10,鄰-乙基甲苯,1.3,ppb
東勢站,10,1-2-4-三甲基苯,5.89,ppb
東勢站,10,葵烷,0.66,ppb
東勢站,10,1-2-3-三甲基苯,1.24,ppb
東勢站,10,間-二乙基苯,0.15,ppb
東勢站,10,對-二乙基苯,0.27,ppbv
東勢站,10,正十一烷,0.55,ppbv
麥寮站,10,乙烷,5.7,ppb
麥寮站,10,乙烯,15.54,ppb
麥寮站,10,丙烷,5.85,ppb
麥寮站,10,丙烯,12.97,ppb
麥寮站,10,異丁烷,3.04,ppb
麥寮站,10,正丁烷,6.27,ppb
麥寮站,10,乙炔,9.19,ppb
麥寮站,10,反2-丁烯,0.19,ppb
麥寮站,10,1-丁烯,2.01,ppb
麥寮站,10,順2-丁烯,0.17,ppb
麥寮站,10,環戊烷,0.65,ppb
麥寮站,10,異戊烷,5.55,ppb
麥寮站,10,正戊烷,3.97,ppb
麥寮站,10,反2-戊烯,0,ppb
麥寮站,10,1-戊烯,0.08,ppb
麥寮站,10,順2-戊烯,0.08,ppb
麥寮站,10,2-2-二甲基丁烷,0,ppb
麥寮站,10,2-3-二甲基丁烷,1.35,ppb
麥寮站,10,2-甲基戊烷,1.57,ppb
麥寮站,10,3-甲基戊烷,0,ppb
麥寮站,10,異戊二烯,0.65,ppb
麥寮站,10,正己烷,3.71,ppb
麥寮站,10,甲基環戊烷,1.41,ppb
麥寮站,10,2-4-二甲基戊烷,0,ppb
麥寮站,10,苯,4.92,ppb
麥寮站,10,環己烷,0.38,ppb
麥寮站,10,2-甲基己烷,0.51,ppb
麥寮站,10,2-3-二甲基戊烷,0.26,ppb
麥寮站,10,3-Methylhexane,0.58,ppb
麥寮站,10,2-2-4-三甲基戊烷,0.62,ppb
麥寮站,10,正庚烷,0.68,ppb
麥寮站,10,甲基環己烷,0.4,ppb
麥寮站,10,2-3-4-三甲基戊烷,0.23,ppb
麥寮站,10,甲苯,10.39,ppb
麥寮站,10,2-甲基庚烷,0.11,ppb
麥寮站,10,3-甲基庚烷,0.12,ppb
麥寮站,10,正辛烷,0.39,ppb
麥寮站,10,乙苯,1.11,ppb
麥寮站,10,間-對二甲苯,2.64,ppb
麥寮站,10,苯乙烯,0.39,ppb
麥寮站,10,鄰二甲苯,1.11,ppb
麥寮站,10,正壬烷,0.18,ppb
麥寮站,10,異丙基苯,0.13,ppb
麥寮站,10,正丙基苯,0.23,ppb
麥寮站,10,間-乙基甲苯,0.54,ppb
麥寮站,10,對-乙基甲苯,0.37,ppb
麥寮站,10,1-3-5-三甲基苯,0.15,ppb
麥寮站,10,鄰-乙基甲苯,0.21,ppb
麥寮站,10,1-2-4-三甲基苯,0.96,ppb
麥寮站,10,葵烷,0.19,ppb
麥寮站,10,1-2-3-三甲基苯,0.55,ppb
麥寮站,10,間-二乙基苯,0.04,ppb
麥寮站,10,對-二乙基苯,0.06,ppbv
麥寮站,10,正十一烷,0.27,ppbv
台西站,10,乙烷,5.96,ppb
台西站,10,乙烯,21.92,ppb
台西站,10,丙烷,9.11,ppb
台西站,10,丙烯,44.88,ppb
台西站,10,異丁烷,3.79,ppb
台西站,10,正丁烷,7.66,ppb
台西站,10,乙炔,10.37,ppb
台西站,10,反2-丁烯,0.26,ppb
台西站,10,1-丁烯,0.86,ppb
台西站,10,順2-丁烯,0,ppb
台西站,10,環戊烷,0,ppb
台西站,10,異戊烷,4.26,ppb
台西站,10,正戊烷,2.05,ppb
台西站,10,反2-戊烯,0,ppb
台西站,10,1-戊烯,0,ppb
台西站,10,順2-戊烯,0,ppb
台西站,10,2-2-二甲基丁烷,0,ppb
台西站,10,2-3-二甲基丁烷,0.42,ppb
台西站,10,2-甲基戊烷,1.58,ppb
台西站,10,3-甲基戊烷,1.26,ppb
台西站,10,異戊二烯,1.32,ppb
台西站,10,正己烷,5.63,ppb
台西站,10,甲基環戊烷,0.89,ppb
台西站,10,2-4-二甲基戊烷,0,ppb
台西站,10,苯,6.84,ppb
台西站,10,環己烷,0,ppb
台西站,10,2-甲基己烷,0,ppb
台西站,10,2-3-二甲基戊烷,0,ppb
台西站,10,3-Methylhexane,0.61,ppb
台西站,10,2-2-4-三甲基戊烷,0.68,ppb
台西站,10,正庚烷,0.68,ppb
台西站,10,甲基環己烷,0,ppb
台西站,10,2-3-4-三甲基戊烷,0,ppb
台西站,10,甲苯,8.81,ppb
台西站,10,2-甲基庚烷,0,ppb
台西站,10,3-甲基庚烷,0.08,ppb
台西站,10,正辛烷,0.28,ppb
台西站,10,乙苯,1.32,ppb
台西站,10,間-對二甲苯,2.34,ppb
台西站,10,苯乙烯,0,ppb
台西站,10,鄰二甲苯,0.89,ppb
台西站,10,正壬烷,0,ppb
台西站,10,異丙基苯,0,ppb
台西站,10,正丙基苯,0,ppb
台西站,10,間-乙基甲苯,0.6,ppb
台西站,10,對-乙基甲苯,0.35,ppb
台西站,10,1-3-5-三甲基苯,0,ppb
台西站,10,鄰-乙基甲苯,0.32,ppb
台西站,10,1-2-4-三甲基苯,1.1,ppb
台西站,10,葵烷,0.15,ppb
台西站,10,1-2-3-三甲基苯,0.46,ppb
台西站,10,間-二乙基苯,0,ppb
台西站,10,對-二乙基苯,0,ppbv
台西站,10,正十一烷,0.3,ppbv
土庫站,10,乙烷,7.45,ppb
土庫站,10,乙烯,18.97,ppb
土庫站,10,丙烷,7.34,ppb
土庫站,10,丙烯,6.1,ppb
土庫站,10,異丁烷,4.12,ppb
土庫站,10,正丁烷,8.5,ppb
土庫站,10,乙炔,15.66,ppb
土庫站,10,反2-丁烯,0.17,ppb
土庫站,10,1-丁烯,0,ppb
土庫站,10,順2-丁烯,0,ppb
土庫站,10,環戊烷,0.67,ppb
土庫站,10,異戊烷,0,ppb
土庫站,10,正戊烷,2.46,ppb
土庫站,10,反2-戊烯,0,ppb
土庫站,10,1-戊烯,0,ppb
土庫站,10,順2-戊烯,0,ppb
